date,season,home_team,away_team,home_score,away_score
2019-03-22,2018-2019,Cleveland Cavaliers,Los Angeles Clippers,108,110
2019-03-22,2018-2019,New York Knicks,Denver Nuggets,93,111
2019-03-22,2018-2019,Orlando Magic,Memphis Grizzlies,123,119
2019-03-23,2018-2019,Charlotte Hornets,Boston Celtics,124,117
2019-03-23,2018-2019,Washington Wizards,Miami Heat,108,113
2019-03-23,2018-2019,Atlanta Hawks,Philadelphia 76ers,129,127
2019-03-23,2018-2019,Chicago Bulls,Utah Jazz,83,114
2019-03-23,2018-2019,Memphis Grizzlies,Minnesota Timberwolves,99,112
2019-03-23,2018-2019,Golden State Warriors,Dallas Mavericks,91,126
2019-03-23,2018-2019,Portland Trail Blazers,Detroit Pistons,117,112
2019-03-23,2018-2019,Sacramento Kings,Phoenix Suns,112,103
2019-03-24,2018-2019,Los Angeles Lakers,Sacramento Kings,111,106
2019-03-24,2018-2019,Golden State Warriors,Detroit Pistons,121,114
2019-03-24,2018-2019,Boston Celtics,San Antonio Spurs,96,115
2019-03-24,2018-2019,New Orleans Pelicans,Houston Rockets,90,113
2019-03-24,2018-2019,New York Knicks,Los Angeles Clippers,113,124
2019-03-24,2018-2019,Indiana Pacers,Denver Nuggets,124,88
2019-03-24,2018-2019,Milwaukee Bucks,Cleveland Cavaliers,127,105
2019-03-24,2018-2019,Toronto Raptors,Charlotte Hornets,114,115
2019-03-25,2018-2019,Portland Trail Blazers,Brooklyn Nets,148,144
2019-03-25,2018-2019,Utah Jazz,Phoenix Suns,125,92
2019-03-25,2018-2019,Memphis Grizzlies,Oklahoma City Thunder,115,103
2019-03-25,2018-2019,Orlando Magic,Philadelphia 76ers,119,98
2019-03-26,2018-2019,Los Angeles Lakers,Washington Wizards,124,106
2019-03-26,2018-2019,Dallas Mavericks,Sacramento Kings,121,125
2019-03-26,2018-2019,New Orleans Pelicans,Atlanta Hawks,120,130
2019-03-26,2018-2019,Minnesota Timberwolves,Los Angeles Clippers,111,122
2019-03-26,2018-2019,Denver Nuggets,Detroit Pistons,95,92
2019-03-26,2018-2019,Toronto Raptors,Chicago Bulls,112,103
2019-03-26,2018-2019,Miami Heat,Orlando Magic,99,104
2019-03-26,2018-2019,Cleveland Cavaliers,Boston Celtics,106,116
2019-03-26,2018-2019,Charlotte Hornets,San Antonio Spurs,125,116
2019-03-26,2018-2019,Milwaukee Bucks,Houston Rockets,108,94
2019-03-27,2018-2019,Chicago Bulls,Portland Trail Blazers,98,118
2019-03-27,2018-2019,Memphis Grizzlies,Golden State Warriors,103,118
2019-03-27,2018-2019,Oklahoma City Thunder,Indiana Pacers,107,99
2019-03-27,2018-2019,Phoenix Suns,Washington Wizards,121,124
2019-03-27,2018-2019,Utah Jazz,Los Angeles Lakers,115,100
2019-03-28,2018-2019,Milwaukee Bucks,Los Angeles Clippers,128,118
2019-03-28,2018-2019,New Orleans Pelicans,Sacramento Kings,121,118
2019-03-28,2018-2019,San Antonio Spurs,Cleveland Cavaliers,116,110
2019-03-28,2018-2019,Houston Rockets,Denver Nuggets,112,85
2019-03-28,2018-2019,Miami Heat,Dallas Mavericks,105,99
2019-03-28,2018-2019,Detroit Pistons,Orlando Magic,115,98
2019-03-28,2018-2019,New York Knicks,Toronto Raptors,92,117
2019-03-28,2018-2019,Philadelphia 76ers,Brooklyn Nets,123,110
2019-03-29,2018-2019,Boston Celtics,Indiana Pacers,114,112
2019-03-29,2018-2019,Atlanta Hawks,Portland Trail Blazers,98,118
2019-03-29,2018-2019,Minnesota Timberwolves,Golden State Warriors,131,130
2019-03-29,2018-2019,Oklahoma City Thunder,Denver Nuggets,105,115
2019-03-29,2018-2019,Utah Jazz,Washington Wizards,128,124
2019-03-29,2018-2019,Los Angeles Lakers,Charlotte Hornets,129,115
2019-03-30,2018-2019,Houston Rockets,Sacramento Kings,119,108
2019-03-30,2018-2019,Phoenix Suns,Memphis Grizzlies,115,120
2019-03-30,2018-2019,Minnesota Timberwolves,Philadelphia 76ers,109,118
2019-03-30,2018-2019,Chicago Bulls,Toronto Raptors,101,124
2019-03-30,2018-2019,New York Knicks,Miami Heat,92,100
2019-03-30,2018-2019,Los Angeles Clippers,Cleveland Cavaliers,132,108
2019-03-30,2018-2019,Detroit Pistons,Portland Trail Blazers,99,90
2019-03-30,2018-2019,Brooklyn Nets,Boston Celtics,110,96
2019-03-30,2018-2019,Indiana Pacers,Orlando Magic,116,121
2019-03-31,2018-2019,Denver Nuggets,Washington Wizards,90,95
2019-03-31,2018-2019,Golden State Warriors,Charlotte Hornets,137,90
2019-03-31,2018-2019,Los Angeles Clippers,Memphis Grizzlies,113,96
2019-03-31,2018-2019,New Orleans Pelicans,Los Angeles Lakers,102,130
2019-03-31,2018-2019,Oklahoma City Thunder,Dallas Mavericks,103,106
2019-03-31,2018-2019,Atlanta Hawks,Milwaukee Bucks,136,135
2019-03-31,2018-2019,San Antonio Spurs,Sacramento Kings,106,113
2019-04-01,2018-2019,Phoenix Suns,Cleveland Cavaliers,122,113
2019-04-01,2018-2019,Dallas Mavericks,Philadelphia 76ers,122,102
2019-04-01,2018-2019,Minnesota Timberwolves,Portland Trail Blazers,122,132
2019-04-01,2018-2019,Toronto Raptors,Orlando Magic,121,109
2019-04-01,2018-2019,Utah Jazz,Charlotte Hornets,111,102
2019-04-01,2018-2019,Brooklyn Nets,Milwaukee Bucks,121,131
2019-04-01,2018-2019,Boston Celtics,Miami Heat,110,105
2019-04-01,2018-2019,Indiana Pacers,Detroit Pistons,111,102
2019-04-01,2018-2019,New York Knicks,Chicago Bulls,113,105
2019-04-02,2018-2019,Oklahoma City Thunder,Los Angeles Lakers,119,103
2019-04-02,2018-2019,San Antonio Spurs,Atlanta Hawks,117,111
2019-04-02,2018-2019,Sacramento Kings,Houston Rockets,105,130
2019-04-02,2018-2019,Golden State Warriors,Denver Nuggets,116,102
2019-04-03,2018-2019,Dallas Mavericks,Minnesota Timberwolves,108,110
2019-04-03,2018-2019,Portland Trail Blazers,Memphis Grizzlies,116,89
2019-04-03,2018-2019,Phoenix Suns,Utah Jazz,97,118
2019-04-03,2018-2019,Denver Nuggets,San Antonio Spurs,113,85
2019-04-03,2018-2019,New Orleans Pelicans,Charlotte Hornets,109,115
2019-04-03,2018-2019,Los Angeles Clippers,Houston Rockets,103,135
2019-04-03,2018-2019,Brooklyn Nets,Toronto Raptors,105,115
2019-04-03,2018-2019,Atlanta Hawks,Philadelphia 76ers,130,122
2019-04-03,2018-2019,Washington Wizards,Chicago Bulls,114,115
2019-04-03,2018-2019,Orlando Magic,New York Knicks,114,100
2019-04-03,2018-2019,Detroit Pistons,Indiana Pacers,89,108
2019-04-03,2018-2019,Miami Heat,Boston Celtics,102,112
2019-04-04,2018-2019,Sacramento Kings,Cleveland Cavaliers,117,104
2019-04-04,2018-2019,Los Angeles Lakers,Golden State Warriors,90,108
2019-04-04,2018-2019,Philadelphia 76ers,Milwaukee Bucks,122,128
2019-04-05,2018-2019,Los Angeles Clippers,Los Angeles Lakers,117,122
2019-04-05,2018-2019,Golden State Warriors,Cleveland Cavaliers,120,114
2019-04-05,2018-2019,Phoenix Suns,New Orleans Pelicans,133,126
2019-04-05,2018-2019,Utah Jazz,Sacramento Kings,119,98
2019-04-05,2018-2019,Dallas Mavericks,Memphis Grizzlies,112,122
2019-04-05,2018-2019,Oklahoma City Thunder,Detroit Pistons,123,110
2019-04-05,2018-2019,Denver Nuggets,Portland Trail Blazers,119,110
2019-04-05,2018-2019,Indiana Pacers,Boston Celtics,97,117
2019-04-05,2018-2019,Houston Rockets,New York Knicks,120,96
2019-04-05,2018-2019,Washington Wizards,San Antonio Spurs,112,129
2019-04-05,2018-2019,Orlando Magic,Atlanta Hawks,149,113
2019-04-05,2018-2019,Charlotte Hornets,Toronto Raptors,113,111
2019-04-05,2018-2019,Minnesota Timberwolves,Miami Heat,111,109
2019-04-06,2018-2019,Milwaukee Bucks,Brooklyn Nets,128,133
2019-04-06,2018-2019,Chicago Bulls,Philadelphia 76ers,96,116
2019-04-07,2018-2019,Boston Celtics,Orlando Magic,108,116
2019-04-07,2018-2019,Los Angeles Lakers,Utah Jazz,113,109
2019-04-07,2018-2019,Sacramento Kings,New Orleans Pelicans,129,133
2019-04-07,2018-2019,Portland Trail Blazers,Denver Nuggets,115,108
2019-04-07,2018-2019,Golden State Warriors,Los Angeles Clippers,131,104
2019-04-07,2018-2019,New York Knicks,Washington Wizards,113,110
2019-04-07,2018-2019,Milwaukee Bucks,Atlanta Hawks,115,107
2019-04-07,2018-2019,Houston Rockets,Phoenix Suns,149,113
2019-04-07,2018-2019,Memphis Grizzlies,Dallas Mavericks,127,129
2019-04-07,2018-2019,Indiana Pacers,Brooklyn Nets,96,108
2019-04-07,2018-2019,Detroit Pistons,Charlotte Hornets,91,104
2019-04-07,2018-2019,Minnesota Timberwolves,Oklahoma City Thunder,126,132
2019-04-07,2018-2019,Cleveland Cavaliers,San Antonio Spurs,90,112
2019-04-07,2018-2019,Toronto Raptors,Miami Heat,117,109
2019-04-09,2018-2019,Los Angeles Lakers,Portland Trail Blazers,101,104
2019-04-09,2018-2019,Oklahoma City Thunder,Houston Rockets,112,111
2019-04-09,2018-2019,Utah Jazz,Denver Nuggets,118,108
2019-04-09,2018-2019,Dallas Mavericks,Phoenix Suns,120,109
2019-04-09,2018-2019,New Orleans Pelicans,Golden State Warriors,103,112
2019-04-09,2018-2019,Chicago Bulls,New York Knicks,86,96
2019-04-09,2018-2019,Miami Heat,Philadelphia 76ers,122,99
2019-04-09,2018-2019,Washington Wizards,Boston Celtics,110,116
2019-04-09,2018-2019,Detroit Pistons,Memphis Grizzlies,100,93
2019-04-09,2018-2019,Cleveland Cavaliers,Charlotte Hornets,97,124
2019-04-09,2018-2019,Minnesota Timberwolves,Toronto Raptors,100,120
2019-04-10,2018-2019,San Antonio Spurs,Dallas Mavericks,105,94
2019-04-10,2018-2019,Portland Trail Blazers,Sacramento Kings,136,131
2019-04-10,2018-2019,Los Angeles Clippers,Utah Jazz,143,137
2019-04-10,2018-2019,Denver Nuggets,Minnesota Timberwolves,99,95
2019-04-10,2018-2019,Philadelphia 76ers,Chicago Bulls,125,109
2019-04-10,2018-2019,Charlotte Hornets,Orlando Magic,114,122
2019-04-10,2018-2019,Milwaukee Bucks,Oklahoma City Thunder,116,127
2019-04-10,2018-2019,Memphis Grizzlies,Golden State Warriors,132,117
2019-04-10,2018-2019,New York Knicks,Detroit Pistons,89,115
2019-04-10,2018-2019,Brooklyn Nets,Miami Heat,113,94
2019-04-10,2018-2019,Atlanta Hawks,Indiana Pacers,134,135
2019-04-13,2018-2019,Philadelphia 76ers,Brooklyn Nets,102,111
2019-04-13,2018-2019,Toronto Raptors,Orlando Magic,101,104
2019-04-13,2018-2019,Golden State Warriors,Los Angeles Clippers,121,104
2019-04-13,2018-2019,Denver Nuggets,San Antonio Spurs,96,101
2019-04-14,2018-2019,Houston Rockets,Utah Jazz,122,90
2019-04-14,2018-2019,Milwaukee Bucks,Detroit Pistons,121,86
2019-04-14,2018-2019,Boston Celtics,Indiana Pacers,84,74
2019-04-14,2018-2019,Portland Trail Blazers,Oklahoma City Thunder,104,99
2019-04-15,2018-2019,Philadelphia 76ers,Brooklyn Nets,145,123
2019-04-15,2018-2019,Golden State Warriors,Los Angeles Clippers,131,135
2019-04-16,2018-2019,Portland Trail Blazers,Oklahoma City Thunder,114,94
2019-04-16,2018-2019,Toronto Raptors,Orlando Magic,111,82
2019-04-16,2018-2019,Denver Nuggets,San Antonio Spurs,114,105
2019-04-17,2018-2019,Milwaukee Bucks,Detroit Pistons,120,99
2019-04-17,2018-2019,Houston Rockets,Utah Jazz,118,98
2019-04-17,2018-2019,Boston Celtics,Indiana Pacers,99,91
2019-04-18,2018-2019,Brooklyn Nets,Philadelphia 76ers,115,131
2019-04-18,2018-2019,San Antonio Spurs,Denver Nuggets,118,108
2019-04-18,2018-2019,Los Angeles Clippers,Golden State Warriors,105,132
2019-04-19,2018-2019,Orlando Magic,Toronto Raptors,93,98
2019-04-19,2018-2019,Indiana Pacers,Boston Celtics,96,104
2019-04-19,2018-2019,Oklahoma City Thunder,Portland Trail Blazers,120,108
2019-04-20,2018-2019,Utah Jazz,Houston Rockets,101,104
2019-04-20,2018-2019,Detroit Pistons,Milwaukee Bucks,103,119
2019-04-20,2018-2019,San Antonio Spurs,Denver Nuggets,103,117
2019-04-20,2018-2019,Brooklyn Nets,Philadelphia 76ers,108,112
2019-04-21,2018-2019,Indiana Pacers,Boston Celtics,106,110
2019-04-21,2018-2019,Los Angeles Clippers,Golden State Warriors,105,113
2019-04-21,2018-2019,Orlando Magic,Toronto Raptors,85,107
2019-04-21,2018-2019,Oklahoma City Thunder,Portland Trail Blazers,98,111
2019-04-22,2018-2019,Detroit Pistons,Milwaukee Bucks,104,127
2019-04-22,2018-2019,Utah Jazz,Houston Rockets,107,91
2019-04-23,2018-2019,Philadelphia 76ers,Brooklyn Nets,122,100
2019-04-23,2018-2019,Denver Nuggets,San Antonio Spurs,108,90
2019-04-23,2018-2019,Toronto Raptors,Orlando Magic,115,96
2019-04-23,2018-2019,Portland Trail Blazers,Oklahoma City Thunder,118,115
2019-04-24,2018-2019,Golden State Warriors,Los Angeles Clippers,121,129
2019-04-24,2018-2019,Houston Rockets,Utah Jazz,100,93
2019-04-25,2018-2019,San Antonio Spurs,Denver Nuggets,120,103
2019-04-26,2018-2019,Los Angeles Clippers,Golden State Warriors,110,129
2019-04-27,2018-2019,Toronto Raptors,Philadelphia 76ers,108,95
2019-04-27,2018-2019,Denver Nuggets,San Antonio Spurs,90,86
2019-04-28,2018-2019,Milwaukee Bucks,Boston Celtics,90,112
2019-04-28,2018-2019,Golden State Warriors,Houston Rockets,104,100
2019-04-29,2018-2019,Toronto Raptors,Philadelphia 76ers,89,94
2019-04-29,2018-2019,Denver Nuggets,Portland Trail Blazers,121,113
2019-04-30,2018-2019,Golden State Warriors,Houston Rockets,115,109
2019-04-30,2018-2019,Milwaukee Bucks,Boston Celtics,123,102
2019-05-01,2018-2019,Denver Nuggets,Portland Trail Blazers,90,97
2019-05-02,2018-2019,Philadelphia 76ers,Toronto Raptors,116,95
2019-05-03,2018-2019,Boston Celtics,Milwaukee Bucks,116,123
2019-05-03,2018-2019,Portland Trail Blazers,Denver Nuggets,140,137
2019-05-04,2018-2019,Houston Rockets,Golden State Warriors,126,121
2019-05-05,2018-2019,Philadelphia 76ers,Toronto Raptors,96,101
2019-05-05,2018-2019,Portland Trail Blazers,Denver Nuggets,112,116
2019-05-06,2018-2019,Houston Rockets,Golden State Warriors,112,108
2019-05-06,2018-2019,Boston Celtics,Milwaukee Bucks,101,113
2019-05-07,2018-2019,Denver Nuggets,Portland Trail Blazers,124,98
2019-05-07,2018-2019,Toronto Raptors,Philadelphia 76ers,125,89
2019-05-08,2018-2019,Milwaukee Bucks,Boston Celtics,116,91
2019-05-08,2018-2019,Golden State Warriors,Houston Rockets,104,99
2019-05-09,2018-2019,Philadelphia 76ers,Toronto Raptors,112,101
2019-05-09,2018-2019,Portland Trail Blazers,Denver Nuggets,119,108
2019-05-10,2018-2019,Houston Rockets,Golden State Warriors,113,118
2019-05-12,2018-2019,Denver Nuggets,Portland Trail Blazers,96,100
2019-05-12,2018-2019,Toronto Raptors,Philadelphia 76ers,92,90
2019-05-14,2018-2019,Golden State Warriors,Portland Trail Blazers,116,94
2019-05-15,2018-2019,Milwaukee Bucks,Toronto Raptors,108,100
2019-05-16,2018-2019,Golden State Warriors,Portland Trail Blazers,114,111
2019-05-17,2018-2019,Milwaukee Bucks,Toronto Raptors,125,103
2019-05-18,2018-2019,Portland Trail Blazers,Golden State Warriors,99,110
2019-05-19,2018-2019,Toronto Raptors,Milwaukee Bucks,118,112
2019-05-20,2018-2019,Portland Trail Blazers,Golden State Warriors,117,119
2019-05-21,2018-2019,Toronto Raptors,Milwaukee Bucks,120,102
2019-05-23,2018-2019,Milwaukee Bucks,Toronto Raptors,99,105
2019-05-25,2018-2019,Toronto Raptors,Milwaukee Bucks,100,94
2019-05-30,2018-2019,Toronto Raptors,Golden State Warriors,118,109
2019-06-02,2018-2019,Toronto Raptors,Golden State Warriors,104,109
2019-06-05,2018-2019,Golden State Warriors,Toronto Raptors,109,123
2019-06-07,2018-2019,Golden State Warriors,Toronto Raptors,92,105
2019-06-10,2018-2019,Toronto Raptors,Golden State Warriors,105,106
2019-06-13,2018-2019,Golden State Warriors,Toronto Raptors,110,114
2019-10-22,2019-2020,Toronto Raptors,New Orleans Pelicans,130,122
2019-10-22,2019-2020,Los Angeles Clippers,Los Angeles Lakers,112,102
2019-10-23,2019-2020,Portland Trail Blazers,Denver Nuggets,100,108
2019-10-23,2019-2020,Phoenix Suns,Sacramento Kings,124,95
2019-10-23,2019-2020,Utah Jazz,Oklahoma City Thunder,100,95
2019-10-23,2019-2020,Dallas Mavericks,Washington Wizards,108,100
2019-10-23,2019-2020,Philadelphia 76ers,Boston Celtics,107,93
2019-10-23,2019-2020,San Antonio Spurs,New York Knicks,120,111
2019-10-23,2019-2020,Brooklyn Nets,Minnesota Timberwolves,126,127
2019-10-23,2019-2020,Orlando Magic,Cleveland Cavaliers,94,85
2019-10-23,2019-2020,Indiana Pacers,Detroit Pistons,110,119
2019-10-23,2019-2020,Charlotte Hornets,Chicago Bulls,126,125
2019-10-23,2019-2020,Miami Heat,Memphis Grizzlies,120,101
2019-10-24,2019-2020,Detroit Pistons,Atlanta Hawks,100,117
2019-10-24,2019-2020,Houston Rockets,Milwaukee Bucks,111,117
2019-10-24,2019-2020,Golden State Warriors,Los Angeles Clippers,122,141
2019-10-25,2019-2020,Denver Nuggets,Phoenix Suns,108,107
2019-10-25,2019-2020,Los Angeles Lakers,Utah Jazz,95,86
2019-10-25,2019-2020,Sacramento Kings,Portland Trail Blazers,112,122
2019-10-25,2019-2020,Oklahoma City Thunder,Washington Wizards,85,97
2019-10-25,2019-2020,New Orleans Pelicans,Dallas Mavericks,116,123
2019-10-25,2019-2020,Memphis Grizzlies,Chicago Bulls,102,110
2019-10-25,2019-2020,Brooklyn Nets,New York Knicks,113,109
2019-10-25,2019-2020,Charlotte Hornets,Minnesota Timberwolves,99,121
2019-10-25,2019-2020,Boston Celtics,Toronto Raptors,112,106
2019-10-26,2019-2020,Phoenix Suns,Los Angeles Clippers,130,122
2019-10-26,2019-2020,Utah Jazz,Sacramento Kings,113,81
2019-10-26,2019-2020,San Antonio Spurs,Washington Wizards,124,122
2019-10-26,2019-2020,Houston Rockets,New Orleans Pelicans,126,123
2019-10-26,2019-2020,Cleveland Cavaliers,Indiana Pacers,110,99
2019-10-26,2019-2020,New York Knicks,Boston Celtics,95,118
2019-10-26,2019-2020,Atlanta Hawks,Orlando Magic,103,99
2019-10-26,2019-2020,Detroit Pistons,Philadelphia 76ers,111,117
2019-10-26,2019-2020,Milwaukee Bucks,Miami Heat,126,131
2019-10-26,2019-2020,Chicago Bulls,Toronto Raptors,84,108
2019-10-27,2019-2020,Los Angeles Lakers,Charlotte Hornets,120,101
2019-10-27,2019-2020,Oklahoma City Thunder,Golden State Warriors,120,92
2019-10-27,2019-2020,Memphis Grizzlies,Brooklyn Nets,134,133
2019-10-27,2019-2020,Dallas Mavericks,Portland Trail Blazers,119,121
2019-10-27,2019-2020,Minnesota Timberwolves,Miami Heat,116,109
2019-10-28,2019-2020,Phoenix Suns,Utah Jazz,95,96
2019-10-28,2019-2020,San Antonio Spurs,Portland Trail Blazers,113,110
2019-10-28,2019-2020,Los Angeles Clippers,Charlotte Hornets,111,96
2019-10-28,2019-2020,Sacramento Kings,Denver Nuggets,94,101
2019-10-28,2019-2020,New Orleans Pelicans,Golden State Warriors,123,134
2019-10-28,2019-2020,Houston Rockets,Oklahoma City Thunder,116,112
2019-10-28,2019-2020,Milwaukee Bucks,Cleveland Cavaliers,129,112
2019-10-28,2019-2020,Atlanta Hawks,Philadelphia 76ers,103,105
2019-10-28,2019-2020,Toronto Raptors,Orlando Magic,104,95
2019-10-28,2019-2020,Detroit Pistons,Indiana Pacers,96,94
2019-10-28,2019-2020,New York Knicks,Chicago Bulls,105,98
2019-10-29,2019-2020,Miami Heat,Atlanta Hawks,112,97
2019-10-29,2019-2020,Denver Nuggets,Dallas Mavericks,106,109
2019-10-29,2019-2020,Los Angeles Lakers,Memphis Grizzlies,120,91
2019-10-30,2019-2020,Golden State Warriors,Phoenix Suns,110,121
2019-10-30,2019-2020,Utah Jazz,Los Angeles Clippers,110,96
2019-10-30,2019-2020,Sacramento Kings,Charlotte Hornets,111,118
2019-10-30,2019-2020,Washington Wizards,Houston Rockets,158,159
2019-10-30,2019-2020,Oklahoma City Thunder,Portland Trail Blazers,99,102
2019-10-30,2019-2020,Brooklyn Nets,Indiana Pacers,108,118
2019-10-30,2019-2020,Boston Celtics,Milwaukee Bucks,116,105
2019-10-30,2019-2020,Philadelphia 76ers,Minnesota Timberwolves,117,95
2019-10-30,2019-2020,Orlando Magic,New York Knicks,95,83
2019-10-30,2019-2020,Cleveland Cavaliers,Chicago Bulls,117,111
2019-10-30,2019-2020,Toronto Raptors,Detroit Pistons,125,113
2019-10-31,2019-2020,Atlanta Hawks,Miami Heat,97,106
2019-10-31,2019-2020,New Orleans Pelicans,Denver Nuggets,122,107
2019-10-31,2019-2020,Los Angeles Clippers,San Antonio Spurs,103,97
2019-11-01,2019-2020,Dallas Mavericks,Los Angeles Lakers,110,119
2019-11-01,2019-2020,Golden State Warriors,San Antonio Spurs,110,127
2019-11-01,2019-2020,Sacramento Kings,Utah Jazz,102,101
2019-11-01,2019-2020,Chicago Bulls,Detroit Pistons,112,106
2019-11-01,2019-2020,Indiana Pacers,Cleveland Cavaliers,102,95
2019-11-01,2019-2020,Orlando Magic,Milwaukee Bucks,91,123
2019-11-01,2019-2020,Brooklyn Nets,Houston Rockets,123,116
2019-11-01,2019-2020,Boston Celtics,New York Knicks,104,102
2019-11-02,2019-2020,Portland Trail Blazers,Philadelphia 76ers,128,129
2019-11-02,2019-2020,Washington Wizards,Minnesota Timberwolves,109,131
2019-11-02,2019-2020,Milwaukee Bucks,Toronto Raptors,115,105
2019-11-02,2019-2020,Golden State Warriors,Charlotte Hornets,87,93
2019-11-02,2019-2020,Orlando Magic,Denver Nuggets,87,91
2019-11-02,2019-2020,Detroit Pistons,Brooklyn Nets,113,109
2019-11-02,2019-2020,Oklahoma City Thunder,New Orleans Pelicans,115,104
2019-11-02,2019-2020,Memphis Grizzlies,Phoenix Suns,105,114
2019-11-03,2019-2020,Indiana Pacers,Chicago Bulls,108,95
2019-11-03,2019-2020,Miami Heat,Houston Rockets,129,100
2019-11-03,2019-2020,New York Knicks,Sacramento Kings,92,113
2019-11-03,2019-2020,San Antonio Spurs,Los Angeles Lakers,96,103
2019-11-03,2019-2020,Cleveland Cavaliers,Dallas Mavericks,111,131
2019-11-03,2019-2020,Los Angeles Clippers,Utah Jazz,105,94
2019-11-04,2019-2020,Phoenix Suns,Philadelphia 76ers,114,109
2019-11-04,2019-2020,Golden State Warriors,Portland Trail Blazers,127,118
2019-11-04,2019-2020,Minnesota Timberwolves,Milwaukee Bucks,106,134
2019-11-04,2019-2020,Washington Wizards,Detroit Pistons,115,99
2019-11-04,2019-2020,Brooklyn Nets,New Orleans Pelicans,135,125
2019-11-04,2019-2020,Memphis Grizzlies,Houston Rockets,100,107
2019-11-05,2019-2020,Charlotte Hornets,Indiana Pacers,122,120
2019-11-05,2019-2020,Cleveland Cavaliers,Boston Celtics,113,119
2019-11-05,2019-2020,Atlanta Hawks,San Antonio Spurs,108,100
2019-11-05,2019-2020,Chicago Bulls,Los Angeles Lakers,112,118
2019-11-05,2019-2020,Oklahoma City Thunder,Orlando Magic,102,94
2019-11-05,2019-2020,Denver Nuggets,Miami Heat,109,89
